Company Name,Experience With SBIR Program
Oncosec Medical Incorporated,1
OncoSolutions LLC,1
"OncoSpherix, Inc.",1
ONCOSTING LLC,1
"ONCOTARGET, INC.",1
"OncoTherapeutica, Inc.",1
ONCOTHERAPY SOLUTIONS LLC,1
"ONCOVAX, LLC",1
onCue Automation,1
"Onda Vision Technologies, Inc",1
"Omnipak, LLC",1
"OmniLane, Inc.",1
OmniEarth Inc,1
"OMEGA ADVANCED SOLUTIONS, INC.",1
Olera Inc.,1
"OLFACTOR LABORATORIES, INC.",1
OLI Systems Inc.,1
"Olin Partnership, Ltd.",1
"Olkin Optics, LLC",1
"Olsen, Rolf M",1
"Olson Products, Inc.",1
"Olympic Load &amp; Test, Inc.",1
OLYMPUS ADVANCED TECHNOLOGY LLC,1
"OM Group, Inc.",1
Om Tech Inc,1
OMA MEDICAL,1
"OMADA HEALTH, INC.",1
Omega Conversion Inc.,1
"OMNICORDER TECHNOLOGIES, INC.",1
"Omega Optical, Inc.",1
Omega Technical Services,1
OmegaChea Biorenewables LLC,1
Omegalink International Ltd,1
"Omegaware, Inc.",1
Ometric Corporation,1
"Omic Biosystems, Inc.",1
Ominpharm Research,1
OMNEVIA CORPORATION,1
Omni Biochem Inc,1
"Omni Chrom, Inc.",1
Omnia Research Corp,1
"Omnicharge, Inc.",1
"NX Fuels, Inc.",1
Nw Resources,1
Nw Environmen Services Testing,1
"NovoEd, Inc.",1
Notham Electronics Inc.,1
notsoldseparately.com LLC,1
NOVA CELL BIOTECHNOLOGIES,1
Nova Graphics International,1
Nova Technology,1
"Nova Technology Systems, Inc.",1
NOVA Thin Film Pharmaceuticals LLC,1
NOVABONE,1
NOVACERA,1
Novacom Inc,1
"NOVAPEUTICS, LLC",1
NOVASCAN TECHNOLOGIES,1
"NOVATARG PHARMACEUTICALS,  INC.",1
Novatech Inc,1
"NOVATIA, LLC",1
"NOVAVAX, INC.",1
NOVAZOI THERANOSTICS,1
Novear Therapeutics LLC,1
"NOVEL FARMS, INC.",1
"NOVEL SENSOR TECHNOLOGIES, INC.",1
"NOVELIX PHARMACEUTICALS, INC.",1
"NOVELTY FILMS, INC",1
"NOVIMARTE, INC",1
NOVINOOR LLC,1
"NOVIRA THERAPEUTICS, INC.",1
"NOVO AERO TECHNOLOGY, INC.",1
"NOVO CONTOUR, INC.",1
Novo Navis Aerospace Operations LLC,1
"NOVOCLADE, INC.",1
NOSTRUM PHARMA,1
NORWOTTUCK TECHNOLOGY RESOURCES,1
NORTHWIND MEDICAL INC,1
"North Star Systems, Inc.",1
"Norina Instrument Company, Inc",1
Norman And Globus Inc.,1
"NORMATEC INDUSTRIES, LP",1
"NORRON SYSTEMS, INC.",1
Norsal Industries Inc,1
North American Aerospace Corp,1
North American Corrosion Consu,1
North American Films,1
"NORTH AMERICAN FUEL TANKS, INC.",1
NORTH AMERICAN MARINE JET,1
North American Science Assocs,1
North American Weather Consult,1
North Star Photronics,1
North Valley Farms Inc.,1
Northwestern Aquatic Sci Inc.,1
North West Labs Inc.,1
"Northbound Therapeutics, Inc.",1
"NORTHEAST BIOSCIENCE, INC.",1
NORTHERN DEFENSE INDUSTRIES INC.,1
NORTHERN LIGHTS PHARMACEUTICALS,1
Northern Lights Semiconductor Corporation,1
Northern Spent Grains LLC,1
Northern Virginia Research Ins,1
"Northstar Cooperative, Inc.",1
Northwest Botanicals Inc.,1
Northwest Engineering Consulta,1
"Northwest Instrument Systems,",1
Northwest Toxicology Inc,1
"NOVODYNAMICS, INC.",1
"Novoglia, Inc.",1
"NVI, Inc.",1
"NovoMark Technologies, LLP",1
Nucleic Assays Corporation,1
"NUCLEONICS, INC.",1
NUCLEUS SCIENTIFIC INC,1
"Nucleus Security, Inc.",1
Nucomm Corp.,1
Nueon Inc.,1
Nueva Media,1
NUFERN,1
"NuGen Polymers, LLC",1
NULODE LLC,1
Numentus Technologies Inc.,1
Numerica 21 Incorporated,1
"NUMERICA TECHNOLOGY, INC.",1
NUMERICCAL INC,1
Numeriex Inc,1
Numerix Corp,1
"Numurus, LLC",1
"NUNETIX, INC.",1
"NUPHY, INC.",1
"NURIX, INC.",1
NURO INC,1
"NuSpot Technologies, LLC",1
NUTECH ENGINEERING,1
"NUTONIAN, INC.",1
"NutriGlobal, Inc",1
NUTRIWYO LLC ,1
"NUTTER &amp; ASSOCIATES, INC.",1
"NUVIEW LIFE SCIENCES, INC.",1
"Nuzic, Inc.",1
"Nuclear Safeguards and Security Systems, Llc",1
Nuclear Oncology Service Corp.,1
Nuclear Medicine Inc,1
NSE Composites Stress Services,1
"NOVONEURON, INC.",1
NOVOPYXIS INC.,1
"NOVOVASC, LLC",1
"Novovita, Inc.",1
"NOVUS BIOLOGICALS, INC.",1
"Novus Orthopaedics, Llc",1
NOVUS TECHNOLOGIES CORPORATION,1
"NOWDiagnostics, Inc. ",1
Noxso Corp,1
NOZOMI NETWORKS INC,1
"NPOINT, INC.",1
"NPS Radar, LLC",1
"NRG Solutions, Inc.",1
nSEC,1
Nuclear Filter Technology Inc.,1
Nssi Technologies,1
"NTH Consultants, Ltd.",1
"Nth Cycle, LLC",1
"Nth Degree Software, Inc.",1
Ntl Technologies Inc.,1
NTRE Tech LLC,1
Ntrepid Corporation,1
Nu Tech,1
NUANCE INCORPORATED,1
"NUBORN MEDICAL, INC.",1
NUBURU INC,1
NUCLEAR CARDIOLOGY RESEARCH,1
Nuclear Diagnostic,1
"One and Only Corporation, The",1
One World Design And Manufacturing Group Ltd,1
"PARITY COMPUTING, INC.",1
Oxford Medilog Inc,1
Oxford Veterinary Laboratories,1
"Oxt Therapeutics, Inc.",1
"Oxton House Publishers, LLC",1
"OXUS MEDICAL, INC.",1
"OXYGEN ENTERPRISES, LTD",1
Oxygenator Technology,1
"OXYGENSE, LLC",1
"Oxyzone Systems, Inc.",1
OYS MOBILITY INC.,1
"Ozen Engineering, Inc.",1
"Ozok Systems, Inc.",1
Ozonovation Corp,1
"Oztech Systems, Inc.",1
P &amp; P Coating,1
P C Dynamics,1
P-BLINC,1
"P.A.I.S., INC.",1
P.R. Lind and Company,1
"PAC, INC.",1
"Pachyderm, Inc.",1
"Pacific Advanced Civil Engineering, Inc.",1
"PACIFIC BIOSCIENCE LABORATORIES, INC.",1
"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",1
"Pacific Business Insights, Inc.",1
Pacific Coast Engineering,1
Pacific Code Works,1
PACIFIC DESIGN TECHNOLOGIES INC,1
"Pacific Energy Group, Inc.",1
Pacific Fuel Cell Corp,1
"Oxford Performance Materials, Inc.",1
"Oxford Glycosystems, Inc.",1
One-Derings LLC,1
Ownet Inc.,1
Oscillavent Inc,1
OsComp Systems,1
"Oshkosh Nanotechnology, LLC",1
OSP Digital Inc,1
OSSILLATE INC.,1
"Osteoarthritis Sciences, Inc.",1
OSTEOPLASTICS CORPORATION,1
"Osterhout Group, Inc.",1
Ostiio LLC,1
Othro Therapeutics Inc.,1
OTISCO ENGINEERING LTD.,1
"OTO-Biomechanics, LLC",1
Otogenetics Corporation,1
"Otologics, LLC",1
"Otowi Technical Services, Llc",1
"OTT, inc.",1
OTZI BIO LLC,1
OUTCOME REFERRALS INC ,1
Outcomes4me Inc.,1
Outdo Inc,1
Overlook Systems Technologies,1
Overnest Inc,1
OVERTONE INC.,1
"Overwatch Imaging, LLC",1
"Ovid BP Systems, Inc.",1
OVIO TECHNOLOGIES INC,1
Ovonyx,1
OWIC TECHNOLOGIES INC,1
OWL BIOMEDICAL,1
Pacific Fullerene Specialties,1
"Pacific Instruments, Inc.",1
"Pacific Integrated Energy, Inc.",1
PACIFIC NORTHWEST BIOTECHNOLOGY,1
PANTHER TECHNOLOGY,1
PANTHERICS INCORPORATED,1
"PANVIREX, LLC",1
"PANX IMAGING, INC.",1
Paperless Acct. Trans. Tech,1
Par Assocs,1
"PAR TECHNOLOGIES, LLC",1
Paradigm 2000,1
Paradigm Group Management Dba,1
"Paradigm Lasers, Inc.",1
paragen,1
"PARAGON FLAVORS, INC.",1
PARAGONIX TECHNOLOGIES INC,1
Parakinetics Incorporated,1
PARALLEL DOMAIN INC.,1
"Parallel Fluidics, Inc.",1
Parallel Logic Inc.,1
Parallel Wireless Inc.,1
Parallex,1
Parametrics,1
"PARAMITA THERAPEUTICS, INC.",1
Paramium Technologies LLC,1
"PARAMOUNT INNOVATIVE SOLUTIONS, LLC",1
"Paramount Planet Product, LLC",1
Paramount Solutions Inc.,1
PARASANTI Inc,1
ParaSol Technologies LLC,1
"Parenthetic, LLC",1
Parisi Technologies LLC,1
Panther Learning Systems Inc.,1
Pantech Inc.,1
PANSS INSTITUTE,1
Pailen-johnson Associates,1
"Pacific Northwest Fiber, LLC.",1
Pacific Precision Products,1
Pacific R&amp;d Inc,1
"PACIFIC RIM DEFENSE, LLC",1
Pacific Rim Robotics,1
PACIFIC SOFT,1
Pacific Technical Co,1
"Packetized Energy Technologies, Inc.",1
PADGETT-MARTIN TECHNOLOGY,1
"PAFOSPharma, LLC",1
"Paganini Biopharma, Inc",1
Pahdalai Coatings Co.,1
PAI,1
Paisano Labs LLC,1
"Panlabs, Inc.",1
"Paladin Systems, LLC",1
Palmos Co.,1
Palo Alto Sensor Technology Innovation,1
Palomar Corp,1
Pals Enterprises,1
Palyn Gould Group,1
Pamdeca LLC ,1
Pan-agro Inc,1
"Panacise Bio, Inc.",1
Panam 3D LLC,1
Panda Industries Inc.,1
Pandion Laboratories LLC,1
"PANGAEA PHARMACEUTICALS, INC.",1
Osazda Energy LLC,1
ORTUVO LLC,1
"Orthotic &amp; Prosthetic Design, Inc.",1
"OptiPulse, Inc.",1
"Opt-X, Inc.",1
Optasia Research,1
"Optech Instruments, Inc.",1
"Opthos Instrument Company, LLC",1
OPTI-DI,1
"Optic Array Technologies, Inc.",1
"OPTICAL ALCHEMY, INC.",1
Optical Communications Corp,1
Optical Computing Internationa,1
OPTICAL ENGINEERING SERVICES,1
OPTICAL FOCUS,1
Optical Instruments Corp,1
OPTICAL METROLOGY SOLUTIONS LLC,1
Optical Microsolutions,1
Optical Sales Corp,1
Optical Sensor Technology,1
Optical Space Technologies,1
"OPTICAL THERAPEUTIC TECHNOLOGIES, INC.",1
Optical Wireless Corporation,1
"OPTIFUEL TECHNOLOGY, LLC",1
OPTIKOS CORPORATION,1
"Optillel Solutions, Inc.",1
Optimal Inc.,1
"Optimal Process Technologies, LLC",1
"OPTIMISER, LLC",1
"Optimization Firm, LLC, The",1
OPTIMIZED MARKETS INC.,1
Optimum Engineering Research,1
Optimum Technologies LLC ,1
OPSUS LLC,1
"OPSOURCE, INC.",1
OPSIDIO LLC,1
"OpalGenix, Inc. ",1
"Onebrief, Inc.",1
"ONEGEVITY HEALTH, LLC",1
Oneworld Education,1
"Onoffblock, Inc.",1
"OnPoint Spine, Inc.",1
"ONSYSTEM LOGIC, LLC",1
Ontime Computer Solutions,1
"ONTODIA, INC",1
"ONTOGENESYS BIOTECHNOLOGIES, INC.",1
Ontologic Inc,1
Onyx Spectrum Technology,1
Oomni Inc.,1
OPAL Laboratories Inc.,1
Open Court Publishing Company,1
"Opin Technologies, Inc.",1
"OPEN GROUP &amp; JXML, INC.",1
"Open Secure Energy Control Systems, Llc",1
"OPEN SERVICE, INC.",1
OPEN SOURCE INSTRUMENTS INC.,1
OPEN SOURCE MEDICAL SOFTWARE CORPORATION,1
Open X Education Inc.,1
"OpenRefactory, Inc.",1
OPENSIM TECHNOLOGY LLC,1
OpenWater Power,1
"OpenWater Software, Inc.",1
Opercon Systems Inc.,1
"OPHTHONIX, INC.",1
"OpiAID, LLC",1
Optional Analysis,1
"OPTISORT, LLC",1
"ORTHOPEDIC DEVELOPMENT, INC.",1
"Optitron, Inc.",1
"Oregon Medical Systems, Inc.",1
Oregon`s Wild Harvest,1
Oren Consulting Services,1
Organetics Inc,1
Organic Display Technology,1
"ORGANIZATIONAL RESEARCH GROUP, LLC",1
"Organon Motives, Inc.",1
"Organos, Inc.",1
"ORIEL THERAPEUTICS, INC.",1
"ORIGEN BIOMEDICAL, INC.",1
Orion BioScience Inc,1
Orion Engineering Company,1
"Orion Genomics, LLC",1
"ORION SCIENTIFIC SYSTEMS, INC.",1
"Orion Solutions, LLC.",1
"Orion&#039;S Belt, Inc.",1
"ORIONS DIGITAL SYSTEMS, INC.",1
"ORNICEPT, INC.",1
Ornithine,1
ORNITHOPTERS INTERNATIONAL LLC,1
OROBOTIX INC.,1
OroBridge,1
"ORONI, INC.",1
Orphan Designed Drugs Inc.,1
"Orphan Medical, Inc.",1
"ORTEC, Ltd. Co.",1
ORTHO UNIQUE,1
"Orthogonal Biologics, Inc.",1
"Ortholevo, Inc.",1
"ORCHARD KINETICS, LLC",1
"OrbitOn, Inc.",1
Orbital Mechanics Corporation,1
ORAL FLUID DYNAMICS LLC,1
Optitronics,1
Opto Mechanik Inc,1
Optobionics Corporation,1
Optoelectronic Solutions,1
Optonica LLC,1
OPTONIKS CORP ,1
Optoplaz,1
OPTOVISION,1
Optrand Incorporated,1
"Optrand, Inc.",1
Optronic Systems Inc,1
Optys Tech Corporation,1
ORACIS MEDICAL CORPORATION,1
Oral Hygiene Systems (ohs),1
"ORBITAL COMPOSITES, INC.",1
Orang Labs LLC,1
Orange Maker,1
"Orange Square Design, Inc.",1
ORANOXIS INC,1
"OraSure Technologies, Inc.",1
"ORATECH, Inc.",1
ORATEL DIAGNOSTICS LLC,1
"ORAYA THERAPEUTICS, INC",1
"ORB XYZ, INC.",1
"ORBIS SIBRO, INC.",1
"ORBIS TECHNOLOGIES, INC.",1
Orbit Energy Incorporated,1
ORBITAL AI LLC,1
"MARMOTECH, INC.",1
Marley Environmental Inc,1
Gel Sciences,1
I-systems (intelligent Systems,1
"I. E. T., Inc.",1
"I.p.s., Inc.",1
I.t.m. Inc,1
I.v.p. Company,1
"Iama, Inc.",1
IAMBIC INC.,1
"iArchimedes, Inc.",1
"iAssay, Inc. ",1
Iatric Corpon,1
"IBACOS, INC.",1
IBEX BIOSCIENCES,1
"IBIOCAT, INCORPORATED",1
"Ibis Pharmaceuticals, Inc.",1
"IBRIS, INC.",1
"IBS Caribe, Inc.",1
"ICA TRINOVA, LLC",1
"Icamp, Inc.",1
"Icans, Inc.",1
iCare Academic LLC,1
ICAT LLC,1
Icd Corp,1
Ice Wind LLC,1
IcellKealex Therapeutics LLC,1
ICEMOS TECHNOLOGY CORPORATION,1
Ichor Biologics LLC,1
Icon Consultants,1
"Icon Interventional Systems, Inc.",1
"Icon Systems, Inc.",1
ICONIX PHARMACEUTICALS,1
"I. C. Gomes Consulting And Investment, Inc.",1
I-MINDS,1
HydroTech Engineering,1
"I-Logix, Inc.",1
"Hyper Sensing, LLC",1
Hyper-l Inc,1
Hyper-view Systems Corp,1
HYPERACUITY SYSTEMS,1
"HyperBorean, LLC",1
HyperE,1
Hyperformance Armor Inc,1
HYPERION ANALYTICAL LLC,1
"Hyperion Scientific, Inc.",1
Hyperkinetics,1
"Hypermedia Systems, Inc",1
"Hypersciences, Inc.",1
HYPERSPARSE TECHNOLOGIES,1
"Hyperthesis, LLC",1
HYPHAE DESIGN LABORATORY LLC,1
Hypori Federal Incorporated,1
"Hypori, Inc.",1
"Hypoxix, Inc.",1
"HyprLift, Inc.",1
"HYPROMATRIX, INC.",1
"HYPROTEK, INC.",1
"HYQ RESEARCH SOLUTIONS, LLC",1
Hys Consultants,1
"HYSEQ, INC.",1
"HYSIGNAL, INC.",1
"I Sight, Inc.",1
I-COMM ENGINEERING CORP.,1
"I-Cordis, LLC",1
I-Imaging L.L.C.,1
Icp Technologies,1
"ICRC, INTEGRATED CONCEPTS &amp; RESEARCH CORP.",1
"iCrypto, Inc.",1
ICS Associates Inc.,1
"IKONISYS, INC.",1
Ilc Technology,1
Ilines,1
"ILLIAC SOFTWARE, INC. ",1
Illimite Corp.,1
Illinoisrocstar Llc,1
"ILLUMINATION TECHNOLOGIES, INC.",1
Im-tech Co,1
iMacular Regeneration LLC,1
"IMAGE QUALITY, LLC",1
"Image Systems, Inc.",1
IMAGE TECH,1
Image Works,1
IMAGECOM,1
"ImageIQ, Inc.",1
IMAGEMINDS,1
Imagen Multimedia Corp.on,1
Imagery Workmate Company,1
"IMAGEVIEW, INC.",1
Imageware,1
"Imagex Technologies, Inc.",1
"IMAGINET, LLC",1
"IMAGING NANOSYSTEMS, INC.",1
IMAGING SCIENCES RESEARCH,1
Imaging Technology Intl Corp.,1
ImagingX Inc.,1
"Imago Pharmaceuticals, Inc. ",1
"Imago Systems, Inc.",1
"Imbellus, Inc.",1
Ikigai Labs Inc,1
"IKEHU, INC.",1
"IGNEOUS IP HOLDINGS, LLC",1
IDET COMMUNICATION INC,1
"Ictero Medical, Inc.",1
"ICX Media, Inc.",1
"Id Vision, Inc.",1
"Ida Fiber Studio, LLC.",1
"Idaho Immunodiagnostics, Inc.",1
"IDE Research, LLC",1
Idea Scientific Company,1
IDEABUILDERS,1
"Ideal Power Converters, Inc",1
IDEAS,1
"Ideation Systems, LLC",1
"IdentifyGenomics, LLC",1
Ideon Corp,1
IDETIX SOFTWARE SYSTEMS,1
"iGlobe, Inc.",1
"IDP Interactive Degree Planner, LLC",1
IDS,1
IDUN PHARMACEUTICALS,1
"IDX Group, Inc.",1
"IDX LABS, LLC",1
Ieg Limited,1
"Iei Network, Inc.",1
IEM Applications,1
Ientech LLC,1
IENTERACTIVE RESEARCH &amp; TECHNOLOGY,1
"Iep Group, Inc.",1
"IERION, INC.",1
"IGENICA, INC.",1
Hylitech,1
Hydros Inc,1
Instream Media LLC,1
Hkc Research,1
"HMD THERAPEUTICS, INC.",1
HNB Therapeutics LLC ,1
HODLPAL INC.,1
Hogman M N,1
Hohman Plating &amp; Manufacturing,1
Holicon Corpon,1
Hollander Assocs,1
Holli Research,1
Hollingsead International Inc,1
Holographic Lithographic,1
Holotronics Corpon,1
Holtec International,1
HOME ACCESS HEALTH CORPORATION,1
HOME CARE BUSINESS SERVICES INC,1
"HOME GUARDIAN, LLC",1
"HOMEHEALTHNETWORK, INC.",1
"Homeland Technologies, LLC ",1
HOMER Energy,1
HomesRenewed Ventures LLC,1
Homogenetics Inc.,1
Honikman Associates,1
HOOD CANAL MARICULTURE INC,1
Hooge Consulting Service,1
"Hookbang, LLC",1
Hoowaki LLC,1
"Hopkins, Michael",1
HOPLITE SYSTEMS LLC.,1
Horizon Information Systems,1
Horizon Marine Inc,1
"HKM Enterprises, Inc",1
"HJ3 Composite Technologies, LLC",1
Hydroqual Inc,1
HJ FORD,1
"High Road Learning, Inc.",1
"High Technology Materials, LLC",1
High Technology Systems Inc.,1
HIGH TIDE ASSOC.,1
"HigherEchelon, Inc.",1
HIGHEST Transformers Inc.,1
HIGHEST WIND LLC,1
"Highland Brewing Company, Inc.",1
HIGHLAND CYBER STRATEGIES LLC,1
"Highland Geographic, Inc.",1
Highland Light Management Corp.,1
"Highland Point, Inc. ",1
"Highmarks, Inc.",1
Highq Inc,1
HIGHT-TECH LLC,1
"Hikari Labs, Inc.",1
"HILL MANUFACTURING, INC.",1
"Hill Technical Solutions, Inc.",1
HILLIER DEVELOPMENT,1
HILLMED INC,1
Hines-lab,1
"HIP Paving, LLC",1
HIPERNAP LLC,1
"Hipertex Armor Group, LLC",1
"HISTORX, INC.",1
Hitech Metallurgical Co.,1
Hitek Systems Corp.,1
HITEMCO,1
Hive Power Engineering LLC,1
"HORIZON MOLECULAR MEDICINE, LLC",1
"HORN CANNA FARM, INC.",1
HORN LABORATORIES,1
Hosting.com,1
Humanvest.co Inc.,1
"HUMAXA, INC.",1
Humboldt Consultants LLC,1
"Humpal-pearson, Inc.",1
Humphrey Chemical Company,1
"HUMRI AND COMPANY, INC.",1
"HUMURINE TECHNOLOGIES, INC.",1
Hung M Inc,1
Huron Systems Inc,1
HWL Corporation,1
"Hx Innovations, Inc.",1
Hy Zelkowitz Design &amp; Mike&#039;s,1
"HY-GENE, Inc.",1
Hy9 Corporation,1
"Hybernia Medical, LLC",1
HYBRID CATFISH CO,1
Hybrid Engineering &amp; Tech,1
HybridaSol LLC,1
Hydramech Technologies,1
"Hydro Geo Chem, Inc.",1
"Hydro-Air Technologies, Inc.",1
Hydro-Solutions &amp; Purification,1
"Hydroacoustic Technology, Inc.",1
"HYDROFLAME TECHNOLOGIES, LLC",1
"Hydrogen on Planet Earth, LLC dba H2OPE Biofuels, LLC",1
Hydrogenesis Inc,1
HYDROLINEAR IRRIGATORS CORPORATION,1
HYDROPLANE LTD.,1
"HydroPure Technologies, LLC",1
Humango Inc,1
Human Systems Tech Corp,1
Human Resource Consultants,1
HT CrystalSolutions LLC,1
Hot Enterprises,1
"HOTEND WORKS, INC.",1
Hotline Printing and Publishing,1
HOTSPOT DYNAMICS,1
HOULTON PHOTONICS,1
"HOUR 72, INC.",1
Household Data Services,1
Houtz Instrument &amp; Machine,1
HOW MANY ENGINEERS INC,1
Howard-schlumberger,1
HRI,1
"HSA Consulting, Inc",1
"Hsiri Therapeutics, Inc.",1
"HT MICROANALYTICAL, INC.",1
Human Project Inc. ,1
HTS International Corporation,1
HU-FRIEDY MANUFACTURING COMPANY,1
Huckleberry Flynn Service,1
"HUDSON RESEARCH, INC.",1
HUEBOTTER ENVIRONMENTAL AND SCIENTIFIC S,1
"Huge Legal Technology Company, Inc.",1
Hugebrow,1
Human Capability Corpon,1
Human Devices Inc,1
Human Ecology,1
"HUMAN ELECTRONICS, INC.",1
Human Motion Technologies LLC,1
Human Performance Network,1
"IMETRX, INC.",1
Imex Medical Systems,1
ImgGyd LLC,1
"INNERDYNE, INC.",1
"INNOJECT, INC.",1
"Innolytics, LLC",1
"INNOSCION, LLC",1
InnoScouting LLC,1
"Innotec, Corp.",1
"INNOTECH PRECISION MEDICINE, INC.",1
"Innotek, Inc.",1
Innotronics LLC,1
INNOV. MAGNETIC TECH. (CALNETIX),1
Innova Designs,1
Innova Products Corp.,1
"INNOVA, INC.",1
"INNOVACEUTICALS, INC.",1
"InnovaGyn, Inc",1
Innovalgae,1
InnovaRegi LLC,1
"Innovas Technologies, LLC ",1
"InnovaSea Systems, Inc.",1
"INNOVASONIC, INC.",1
"INNOVATECH ENGINEERING, LLC",1
"INNOVATEX, INC.",1
Innovatia Medical Systems LLC,1
Innovation Inc,1
Innovation Partners Llc,1
INNOVATION PATHWAYS LLC,1
Innovation Plus,1
Innovations in Safety,1
"Innovative Biosensors, Inc.",1
Innovative Ceramics Inc,1
Inno-tech Enterprises Inc,1
Inner Control,1
"IMIPS, INC.",1
"Innatrix, Inc.",1
Informational Database Solutions,1
INFORMED,1
"INFORMED DECISIONS, INC.",1
Informetric Tech inc,1
"InfraDerm, LLC",1
"INFRALASE, INC.",1
"INFRAMETRICS, INC.",1
"INFRARED IMAGING SYSTEMS, INC.",1
INFRASTRUCTURE ANALYTICS CO,1
"INFRATEC, INC.",1
"InFront Compliance, Inc.",1
"ING FERTILITY, LLC",1
"INGENZA, INC.",1
"Ingredients Solutions, Inc.",1
Ingreenium LLC,1
Inhabited Type LLC,1
Inhale Inc,1
Inhance Digital Corporation,1
"INHERENT BIOSCIENCES, INC.",1
Inherent Games LLC,1
"INHIBITEX, INC.",1
InhiProt,1
"InitWeather, LLC",1
Ink Digital Technologies Corporation,1
INKINE PHARMACEUTICAL COMPANY,1
"Inmondo Tech, Inc.",1
INMUNE BIO INC.,1
INNATE BIOTECH,1
INNATEVR LLC,1
Innovative Communications,1
"Innovative Composite Engineering, Inc.",1
"INNOVATIVE CONSTRUCTION &amp; BUILDING MATERIALS, LLC",1
"Innovative Decisions, Inc.",1
INSECTS LIMITED INC,1
inSense Medical LLC,1
"Insight Biomedical Imaging,",1
Insight Sensing Corporation,1
Insightek,1
Insightfil,1
Insights/On-Site,1
"INSIGNA, INC.",1
"InSilico, Inc",1
"INSILICOMED, INC.",1
"InSilicor, Inc",1
Insolar Inc.,1
"INSON MEDICAL SYSTEMS, INC.",1
"Inspira Therapeutics, Inc",1
INSPIRATION AT WORK INC,1
"Inspired Light, Llc",1
INSPIRED THERAPEUTICS LLC,1
"INSTAGROK, INC.",1
"InstaJam, LLC",1
"INSTAKNOW.COM, INC.",1
"Instant Access Networks, LLC",1
"Instant Reference Sources, Inc.",1
InStep NanoPower,1
Institute For Hypersonic Studi,1
Institute For Inquiry In Educa,1
Institute For Org Behavior Res,1
"Institute for Physics &amp; Technology, Inc.",1
Institute Guilfoyle,1
"Institute of Medical Cybernetics, Inc.",1
"INSECTAPEL, LLC",1
"Inquirium, LLC",1
"Inovasc, LLC",1
Innovative Surgical,1
"INNOVATIVE HEALTH INFORMATION, INC.",1
Innovative Hearing Corp,1
Innovative Instruments Inc,1
Innovative Management,1
Innovative Materials &amp; Dev,1
INNOVATIVE MATERIALS SOLUTIONS,1
"INNOVATIVE MULTIMEDIA GROUP, LLC",1
"Innovative Natural Resource Solutions, LLC",1
"Innovative Networking and Communications Associates, Inc.",1
Innovative Photonic Solutions,1
Innovative Products Inc,1
INNOVATIVE REHABILITATION TECHNOLOGY,1
"INNOVATIVE SCIENCE AND ENGINEERING MANAGEMENT, LLC",1
Innovative Systems,1
Inova Diagnostics Inc,1
Innovative Tech. Solutions,1
INNOVATIVE TECHNOLOGY SOLUTIONS CORP.,1
Innovative Test Systems,1
"Innovative Thin Films, LLC",1
INNOVATIVE WELD SOLUTIONS L.L.C.,1
"Innovelix, Inc.",1
"Innovesca, LLC",1
"Innovimmune Biotherapeutics Holding, LLC",1
"INNOVIMMUNE BIOTHERAPEUTICS, INC.",1
Innsightful Inc.,1
INOFLATE LLC,1
"INOON, LLC",1
Inorganica,1
Information Ventures Inc,1
Information Technologies,1
Information Systems Research,1
"INDEPENDENT CONCEPTS, INC.",1
"IMPACT DISPERSAL SYSTEMS, LLC",1
"IMPACT MATRIX SYSTEMS, LLC",1
IMPACT MEDICAL TECHNOLOGIES,1
"IMPACT OBSERVATORY, INC.",1
Impact Technologies Inc,1
"IMPLADENT, LTD",1
"IMPLICYTE, INC.",1
"IMPROVE GROUP, INC.",1
IMPROVE LLC,1
"Improvement Path Systems, Inc.",1
Impulse Systems &amp; Services,1
Imsco,1
"IMTEK, INC.",1
"IMUGEN, INC.",1
In Context Reporting Inc,1
"IN SILICO MOLECULAR, LLC",1
"In Situ Isotope Services, Inc.",1
IN SITU THERAPEUTIC SOLUTIONS INC,1
"IN VITRO ADMET LABORATORIES, LLC",1
IN-DEPTH IMAGING,1
In-march Inc,1
InCadence Strategic Solutions Corporation,1
Incardia Inc.,1
Incell Corp,1
"Incell, Inc.",1
Incendium Technologies LLC,1
Inchfab Inc.,1
Inclusive Technologies,1
INCOMPUTABLE LLC,1
"IMPACT BUSINESS INFORMATION SOLUTIONS, INC.",1
"Imol Radiopharmaceuticals, LLC",1
IMO-WEST,1
"IMMUNEXCITE, INC.",1
"Immediate Response Technologies, Inc.",1
IMMERGO LLC,1
IMMERSIVE REALITY GROUP LLC,1
"Immersive Systems, Inc.",1
Immersive Tech,1
"IMMOBILEYES, INC.",1
IMMUDX,1
"IMMUMETRIX, LLC",1
"Immunarray USA, Inc.",1
Immunartes LLC,1
Immune Technology Corp. ,1
"IMMUNE-ONC THERAPEUTICS, INC.",1
"IMMUNETRICS, INC.",1
"IMMUNGENE, INC.",1
IMMY INC,1
Immuno Modualtors Laboratories,1
"ImmunoBlue, LLC",1
"IMMUNOGENOMICS, INC.",1
"IMMUNOME, INC.",1
"ImmunoMolecular Therapeutics, Inc.",1
"Immunophotonics, Inc.",1
"Immunosaccharide Technologies, Inc.",1
Immunosciences Laboratory Inc,1
Immunostics Inc,1
"Immunotechnology Of Indiana, I",1
"Immuto Scientific, Inc.",1
"IMMVARX, INC.",1
"IMMvention Therapeutix, Inc.",1
Indala Corp,1
